,Nombre_prod,Cantidad_prod,Precio_prod
821,LOMO DE CERDO X 500 G,"500 g (g a $ 18,78)",$ 9.390
822,MEDIA GALLINA DOÑA SABROSA 800 G,"800 g (g a $ 11,99)",$ 9.590
823,ALITAS DE POLLO BBQ BRASSET 900 G,"900 g (g a $ 12,21)",$ 10.990
824,PINCHOS DE POLLO APANADO BRASSET 4 UND - 200 G...,"200 g (g a $ 28,75)",$ 5.750
825,MUSLOS DE POLLO IMPORTADOS BRASSET 800 G,"800 g (g a $ 12,19)",$ 9.750
826,MEDIO POLLO CAMPESINO BRASSET 1100 G,"1100 g (g a $ 9,95)",$ 10.950
827,PINCHOS CON TOCINETA BRASSET 540G,"540 g (g a $ 20,65)",$ 11.150
828,ENTREMUSLOS DE POLLO BRASSET 700 G,"700 g (g a $ 10,27)",$ 7.190
829,PECHUGAS DE POLLO BRASSET 1100 G,"1100 g (g a $ 13,59)",$ 14.950
830,MUSLOS DE POLLO BRASSET 700 G,"700 g (g a $ 11,41)",$ 7.990
831,FILETES DE PECHUGA BRASSET X 600 G,"600 g (g a $ 22,25)",$ 13.350
832,MENUDENCIA FINA DE POLLO BRASSET 500 G,"500 g (g a $ 6,18)",$ 3.090
833,TRUCHA ARCOIRIS CAPTAIN BAY X 800 GR,"800 g (g a $ 28,36)",$ 22.690
834,CAZUELA DE MARISCOS CAPTAIN BAY 400 G,"400 g (g a $ 22,48)",$ 8.990
835,POSTAS DE BAGRE CAPTAIN BAY 400 G,"400 g (g a $ 22,48)",$ 8.990
836,FILETES DE TILAPIA CAPTAIN BAY 400 G,"400 g (g a $ 37,13)",$ 14.850
837,CAMARÓN PRECOCIDO CAPTAIN BAY 400 G,"400 g (g a $ 51,23)",$ 20.490
838,FILETES DE SALMÓN CAPTAIN BAY 350 G,"350 g (g a $ 54,83)",$ 19.190
839,MIXTURA DE MARISCOS 500 G,"500 g (g a $ 19,98)",$ 9.990
840,MOJARRAS ENTERAS CAPTAIN BAY 1000 G,"1000 g (g a $ 15,19)",$ 15.190
841,PULPAS DE FRUTAS Y VEGETALES NATRI 360G.,"360 g (g a $ 15,25)",$ 5.490
842,MIX DE VERDURAS COOLTIVO 500 G,"500 g (g a $ 9,98)",$ 4.990
843,MEZCLA DE VERDURAS WOK COOLTIVO 400 G,"400 g (g a $ 13,72)",$ 5.490
844,FRESA CONGELADA TREE FRUTS 500 G,"500 g (g a $ 9,98)",$ 4.990
845,PULPA DE FRUTA SABORES SURTIDOS TREE FRUTS 3 UN...,"480 g (g a $ 9,69)",$ 4.650
846,MORA CONGELADA TREE FRUTS 500 G,"500 g (g a $ 11,38)",$ 5.690
847,QUIBBE KING BONO 10 UND,"300 g (g a $ 25,17)",$ 7.550
848,EMPANADA CON CARNE TOASTATAS 12 UND 420 G...,"420 g (g a $ 17,74)",$ 7.450
849,NUGGETS DE POLLO PREMIUM BRASSET 300 G,"300 g (g a $ 22,63)",$ 6.790
850,PAPAS A LA FRANCESA TOASTATAS 500 G,"500 g (g a $ 7,98)",$ 3.990
851,CROQUETA DE YUCA TOASTATAS 500 G,"500 g (g a $ 7,38)",$ 3.690
852,AREPA DE HUEVO MINI TOASTATAS 6 UND 240G,"240 g (g a $ 30,79)",$ 7.390
853,POLLO TERIYAKI PRECOCIDO 250 GR DELISTTO,"250 g (g a $ 29,96)",$ 7.490
854,LASAÑA BOLOÑESA BACKEREI 350 G,"350 g (g a $ 19,11)",$ 6.690
855,SANCOCHO ESTÁ SERVIDO 380 G,"380 g (g a $ 21,03)",$ 7.990
856,MILANESA DE POLLO 4 UND BRASSET 360 G,"360 g (g a $ 18,86)",$ 6.790
857,BURRITO DE CARNE/POLLO CRACHOS 150 GRS,"150 g (g a $ 38,6)",$ 5.790
858,PALETA DE FRUTAS TREEFRUTS 70 G 6 UND,"6 un (un a $ 1.498,33)",$ 8.990
859,HELADO DE CHOCOLATE KÜLFI 1 L,"650 g (g a $ 19,37)",$ 12.590
860,HELADO VAINILLA KULFI 1 L,"650 g (g a $ 19,37)",$ 12.590
861,HELADO VAINILLA GALLETA CHOC KÜLFI 1 L,"650 g (g a $ 19,37)",$ 12.590
862,HELADO DE MACADAMIA KÜLFI 1 L,"650 g (g a $ 19,37)",$ 12.590
863,HELADO DE YOGURT CON MORA KÜLFI 1 L,"650 g (g a $ 19,37)",$ 12.590
864,TORTA DE HELADO KÜLFI 450 G,"450 g (g a $ 27,98)",$ 12.590
865,CHICHARRONES EN TROZOS RED CUT 200 G,"200 g (g a $ 39,95)",$ 7.990
866,DEDITO DE QUESO BACKEREI 10 UND - 250 G,"250 g (g a $ 22,36)",$ 5.590
867,VASITO DE HELADO KÜLFI 65 G,"65 g (g a $ 38,31)",$ 2.490
868,ABORRAJADO TARDES CALEÑAS 10 UND,10 un (un a $ 779),$ 7.790
869,PECHUGA DE POLLO FIESTA X 1.300 G,"1300 g (g a $ 12,3)",$ 15.990
870,ALAS SIN COSTILLAR POLLO FIESTA X 800 G,"800 g (g a $ 11,24)",$ 8.990
871,PERNILES DE POLLO FIESTA X 700 G,"700 g (g a $ 11,13)",$ 7.790
872,PIERNAS DE POLLO FIESTA X 700 G,"700 g (g a $ 11,41)",$ 7.990
873,CHULETA DE CERDO 600 G,"600 g (g a $ 17,32)",$ 10.390
874,KIT GAMER 4 EN 1 X-SMART X 1 UD,1 un (un a $ 99.990),$ 99.990
875,CARRO TIBURÓN MONSTER X-SMART X 1 UND,1 un (un a $ 39.990),$ 39.990
876,RELOJ INTELIGENTE RED FLAG X 1 UD,1 un (un a $ 99.990),$ 99.990
877,SET VELAS COLORES LA HOGUERA X 10 UDS,10 un (un a $ 199),$ 1.990
878,LONCHERA NEOPRENO RED FLAG X 1 UD,1 un (un a $ 17.990),$ 17.990
879,MORRAL ALETRÍA 1 UD,1 un (un a $ 24.990),$ 24.990
880,CARPETA FUELLE ALETRÍA 1 UD,1 un (un a $ 2.290),$ 2.290
881,CARTUCHERA 2 BOLSILLOS ALETRÍA 1 UD,1 un (un a $ 8.990),$ 8.990
882,CARTUCHERA CON LICENCIA ALETRÍA 1 UD,1 un (un a $ 6.890),$ 6.890
883,LONCHERA CON LICENCIA ALETRÍA 1 UD,1 un (un a $ 21.990),$ 21.990
884,PORTAMINAS 0.7 MM ALETRÍA 1 UD,1 un (un a $ 3.190),$ 3.190
885,CUADERNO DOBLE O RAYADO ALETRÍA X 1 UD,1 un (un a $ 3.490),$ 3.490
886,CUADERNO COSIDO CUADRICULADO X 1 UD,1 un (un a $ 2.890),$ 2.890
887,SET SALERO Y PIMENTERO COCUK X 2 UDS,2 un (un a $ 17.995),$ 35.990
888,ABANICO DE MANO RED FLAG X 1 UD,1 un (un a $ 2.990),$ 2.990
889,SLEEPING BOLSA DE DORMIR 20.09 X 1 UD,1 un (un a $ 79.990),$ 79.990
890,LINTERNA FRONTAL LED 20.09 X 1 UD,1 un (un a $ 8.990),$ 8.990
891,MORRAL TÉRMICO ARCTIC ZONE X 1 UD,1 un (un a $ 89.990),$ 89.990
892,PORTA CUCHARAS SILICONA RED FLAG X 1 UD,1 un (un a $ 9.990),$ 9.990
893,AFILADOR DE CUCHILLOS RED FLAG X 1 UD,1 un (un a $ 6.490),$ 6.490
894,KIT TAZAS MEDIDORAS RED FLAG X 10 UDS,1 un (un a $ 29.990),$ 29.990
895,BATIDORA DE PEDESTAL COCUK X 1 UD,1 un (un a $ 179.990),$ 179.990
896,SARTÉN CON TAPA 20 CM COCUK X 1UD,1 un (un a $ 29.990),$ 29.990
897,CANASTA ALMACENAMIENTO PEQUEÑA S,1 un (un a $ 6.990),$ 6.990
898,ESPONJA DE SILICONA CON DISPENSADOR JABÓN...,1 un (un a $ 5.990),$ 5.990
899,CEPILLO GIRATORIO DE DUCHA MANGO LARGO,1 un (un a $ 69.990),$ 69.990
900,DIADEMA DE SPA FACIAL,1 un (un a $ 3.990),$ 3.990
901,NECESER ORGANIZADOR,1 un (un a $ 13.990),$ 13.990
902,TOALLA DE MANOS 40 X 70 CM 480 GM²,1 un (un a $ 5.990),$ 5.990
903,ESTUCHE ORGANIZADOR USHIKO X 1 UD,1 un (un a $ 11.990),$ 11.990
904,SOMBRILLA MINI CON ESTUCHE REDFLAG 1 UD,1 un (un a $ 27.990),$ 27.990
905,PLANTA ARTIFICIAL RED FLAG X 1UD,1 un (un a $ 12.990),$ 12.990
906,KIT LIBRETA PLUMÓN POST IT ALETRÍA X 3UD,1 un (un a $ 9.990),$ 9.990
907,SET X 4 INDIVIDUALES RED FLAG,1 un (un a $ 15.990),$ 15.990
908,TAPETE ESCURRIDOR,1 un (un a $ 8.990),$ 8.990
909,SET BOLSAS ALMACEMANIENTO REUTLIZABLES,"6 un (un a $ 1.998,33)",$ 11.990
910,SET OLLAS MULTIUSOS CON TAPA X 2 UDS,2 un (un a $ 24.995),$ 49.990
911,LAMPARA LINTERNA RECARGABLE,1 un (un a $ 24.990),$ 24.990
912,BRAZALETE USB 16 GB,1 un (un a $ 18.990),$ 18.990
913,LUZ LED PARA ZAPATOS,2 un (un a $ 6.995),$ 13.990
914,SET X 2 VASO CERVECERO,2 un (un a $ 6.495),$ 12.990
915,BOTELLA EN VIDRIO CON FUNDA EN SILICONA,1 un (un a $ 21.990),$ 21.990
916,DESTORNILLADORES DE PRECISIÓN - 7 PIEZAS,1 un (un a $ 15.990),$ 15.990
917,SET TARJETERO LLAVERO CUERO,2 un (un a $ 17.495),$ 34.990
918,COCTELERA EN VIDRIO CON MEDIDORA,1 un (un a $ 21.990),$ 21.990
919,TAPÓN BOTELLA VINO DECORATIVO,1 un (un a $ 5.990),$ 5.990
920,TAPETE BOWL MASCOTAS MAGIC FRIENDS 1UD,1 un (un a $ 8.990),$ 8.990
921,COBIJA MASCOTAS MAGIC FRIENDS X 1 UD,1 un (un a $ 8.990),$ 8.990
922,CORREA RETRÁCTIL 3MT MAGIC FRIENDS 1 UD,1 un (un a $ 14.990),$ 14.990
923,CEPILLO PARA MASCOTAS MAGIC FRIENDS X1UD,1 un (un a $ 8.990),$ 8.990
924,DISPENSADOR AGUA/COMIDA MAGIC X 1UD,1 un (un a $ 29.990),$ 29.990
925,JUGUETE SAPO MASCOTAS MAGIC FRIENDS 1UD,1 un (un a $ 14.990),$ 14.990
926,SET GUSANOS WIGGLY MAGIC FRIENDS 3UD,3 un (un a $ 3.330),$ 9.990
927,BOWL COMIDA MASCOTA MAGIC FRIENDS X 1UD,1 un (un a $ 14.990),$ 14.990
928,CAMA PARA MASCOTA MAGIC FRIENDS X 1UD,1 un (un a $ 49.990),$ 49.990
929,PELOTA PORTA SNACK MAGIC FRIENDS X 1UD,1 un (un a $ 14.990),$ 14.990
930,TOALLA ESTAMPADA MASCOTA MAGICFRIENDS X1,1 un (un a $ 9.990),$ 9.990
931,SET RECIPIENTES RECTANGULARES X 5 UDS,5 un (un a $ 5.598),$ 27.990
932,PROTECTOR SILICONA PARA FREIDORA DE AIRE,1 un (un a $ 5.990),$ 5.990
933,Moldes para Paletas,1 un (un a $ 13.990),$ 13.990
934,SET REJILLA LAVAPLATOS RED FLAG X 2 UDS,2 un (un a $ 3.495),$ 6.990
935,PELADOR / CORTADOR VERDURAS COCUK X 1UD,1 un (un a $ 6.990),$ 6.990
936,SOPORTE BOLSA BASURA REDFLAG X 1UD,1 un (un a $ 9.990),$ 9.990
937,SARTÉN CON TAPA 22 CM COCUK X 1UD,1 un (un a $ 39.990),$ 39.990
938,COMBO ARNÉS TRAÍLLA MAGIC FRIENDS X 1 UD,1 un (un a $ 19.990),$ 19.990
939,LUZ NOCTURNA INTERACTIVA,1 un (un a $ 54.990),$ 54.990
940,PURIFICADOR DE AIRE,1 un (un a $ 159.990),$ 159.990
941,TAPETE TRENZADO,1 un (un a $ 19.990),$ 19.990
942,SET BOLSAS AHORRADORAS DE ESPACIO,"6 un (un a $ 4.998,33)",$ 29.990
943,NEVERA TERMICA PORTA COMIDA,1 un (un a $ 29.990),$ 29.990
944,ALMOHADA CERVICAL VISCOELÁSTICA,1 un (un a $ 49.990),$ 49.990
945,JUEGO DE SABANAS BORDADO DOBLE,1 un (un a $ 48.990),$ 48.990
946,JUEGO DE SABANAS BORDADO SENCILLO,1 un (un a $ 38.990),$ 38.990
947,SET FUNDAS ALMOHADAS X 2 UDS,2 un (un a $ 9.995),$ 19.990
948,EDREDÓN DOBLE FAZ CAMA DOBLE,1 un (un a $ 69.990),$ 69.990
949,RIZADOR BABYLISS CURL SECRET X 1 UND,1 un (un a $ 149.990),$ 149.990
950,TOALLA CON CAPUCHA PARA BEBE LITTLE ANGELS X 1 ...,1 un (un a $ 24.990),$ 24.990
951,FREIDORA DE AIRE 3.2 LITROS,1 un (un a $ 192.990),$ 192.990
952,PORTACOMIDAS DE NEOPRENO RED FLAG X 1 UND...,1 un (un a $ 17.990),$ 17.990
953,LONCHERA ALETRÍA X 1 UND,1 un (un a $ 21.990),$ 21.990
954,CARTUCHERA LICENCIADA ALETRÍA X 1 UND,1 un (un a $ 6.890),$ 6.890
955,PAÑOLETA X 1 UND,1 un (un a $ 9.990),$ 9.990
956,FRUNAS MECHAS LOCAS SABORES SURTIDOS 33 G...,"23 g (g a $ 121,3)",$ 2.790
957,COLLAR CIVETTA X 1 UD,1 un (un a $ 15.990),$ 15.990
958,PLAY DOH MINICREACIONES HASBRO X 1 UND,1 un (un a $ 10.990),$ 10.990
959,BEBÉ AVENTURAS EN EL AGUA HASBRO X 1 UND,1 un (un a $ 44.990),$ 44.990
960,POWER RANGERS HASBRO X 1 UND,1 un (un a $ 19.990),$ 19.990
961,MY LITTLE PONY HASBRO X 1 UND,1 un (un a $ 19.990),$ 19.990
962,PLAY DOH SLIME HASBRO X 1 UND,1 un (un a $ 4.990),$ 4.990
963,SET ORGANIZADORES PARA OFICINA ALETRÍA X 6 UND...,"6 un (un a $ 4.331,67)",$ 25.990
964,CAMISA TIPO POLO JACK SUPPLIES X 1 UND,1 un (un a $ 28.990),$ 28.990
965,SERVILLETAS DECORADAS RENDY X 20 UND,1 un (un a $ 3.990),$ 3.990
966,INDIVIDUALES 30 X 43 CM X 2 UND,2 un (un a $ 5.995),$ 11.990
967,EDREDÓN CAMA SENCILLA RED FLAG X 1UD,1 un (un a $ 53.990),$ 53.990
968,CAMINO DE MESA RED FLAG 35 X 210 CMS X 1 UND...,1 un (un a $ 13.990),$ 13.990
969,RECIPIENTES PARA DIPS RED FLAG 340 ML X 3 UND...,"3 un (un a $ 1.663,33)",$ 4.990
970,LIMPIADOR Y MASAJEADOR FACIAL,1 un (un a $ 24.990),$ 24.990
971,BANDEJA EN MADERA RED FLAG X 1 UD,1 un (un a $ 21.990),$ 21.990
972,ELEFANTE DECORATIVO RED FLAG X 1 UD,1 un (un a $ 34.990),$ 34.990
973,PARLANTE BLUETOOTH RED FLAG X 1 UD,1 un (un a $ 84.990),$ 84.990
974,SET DISPLAY MARCO FLOTANTE X 3 UDS,"3 un (un a $ 3.996,67)",$ 11.990
975,ARTE EN CASA LIBRO Y RETABLO X 1 UD,1 un (un a $ 21.990),$ 21.990
976,QUESO FONDUE SUIZO 110GR,"110 g (g a $ 54,45)",$ 5.990
977,LECHE POLVO RODEO 187 GR,"187 g (g a $ 32,03)",$ 5.990
978,QUESO BLOQUE VITA LATTI 230 GR,"230 g (g a $ 33,26)",$ 7.650
979,AVENA ALPINA VASO 250 ML,"250 ml (ml a $ 11,56)",$ 2.890
980,BONYURT BLACK ALPINA 173 GRS,"173 g (g a $ 19,6)",$ 3.390
981,SUERO COSTEÑO LATTI 200GR,"200 g (g a $ 14,95)",$ 2.990
982,LECHE MALTEADA MILO 4 UND - 720 ML,"720 ml (ml a $ 12,9)",$ 9.290
983,ALIMENTO LÁCTEO EN POLVO EL RODEO NUTRI-RINDE 2...,"270 g (g a $ 25,74)",$ 6.950
984,LECHE FORTILECHE LATTI 900 ML,"900 ml (ml a $ 4,66)",$ 4.190
985,LECHE EN POLVO ENTERA LATTI 1000 G,"1000 g (g a $ 19,99)",$ 19.990
986,LECHES SABORIZADAS CHOCOLATE LARGA VIDA EN TETR...,"600 ml (ml a $ 6,65)",$ 3.990
987,LECHES SABORIZADAS FRESA LARGA VIDA EN TETRA PA...,"600 ml (ml a $ 6,65)",$ 3.990
988,LECHE ENTERA TETRA PAK LATTI 200ML,"200 ml (ml a $ 4,95)",$ 990
989,LECHE EN POLVO ENTERA LATTI 350 G,"350 g (g a $ 24,54)",$ 8.590
990,LECHES SABORIZADAS LARGA VIDA EN BOLSA LATTI 6 ...,"1200 ml (ml a $ 5,24)",$ 6.290
991,LECHE DESLACTOSADA DESCREMADA LARGA VIDA EN TET...,"900 ml (ml a $ 3,77)",$ 3.390
992,LECHE DESLACTOSADA LARGA VIDA EN TETRA PAK UHT ...,"900 ml (ml a $ 3,43)",$ 3.090
993,LECHE ENTERA LARGA VIDA EN TETRA PAK UHT LATTI ...,"900 ml (ml a $ 3,32)",$ 2.990
994,BEBIDA LÁCTEA LARGA VIDA LATTI 6 UND - 1200 ML...,"1200 ml (ml a $ 4,66)",$ 5.590
995,YOGURT SABOR TRADICIONAL COCO 2000 GR,2000 g (g a $ 8),$ 15.990
996,YOGURT GRIEGO MORA LATTI 160 GR,"160 g (g a $ 22,44)",$ 3.590
997,YOGURT SABOR TRADICIONAL RON LATTI 2000 GR...,2000 g (g a $ 8),$ 15.990
998,YOGURT GRIEGO FRUTOS SECOS LATTI 150 GR,"150 g (g a $ 21,67)",$ 3.250
999,YOGURT GRIEGO NATURAL SIN AZUCAR 330 GR,"330 g (g a $ 21,18)",$ 6.990
1000,PARFAIT FRUTOS DEL BOSQUE LATTI 160 GR,"160 g (g a $ 28,06)",$ 4.490
1001,BEBIDA LÁCTEA SABOR MORA LATTI 200 ML,"200 ml (ml a $ 4,75)",$ 950
1002,BEBIDA LÁCTEA SABOR FRESA LATTI 200 ML,"200 ml (ml a $ 4,75)",$ 950
1003,BEBIDA LÁCTEA SABOR MELOCOTÓN LATTI 200 ML...,"200 ml (ml a $ 4,75)",$ 950
1004,BEBIDA LÁCTEA SABOR FRESA LATTI 1000 ML,"1000 ml (ml a $ 3,45)",$ 3.450
1005,BEBIDA LÁCTEA SABOR MELOCOTÓN LATTI 1000 ML...,"1000 ml (ml a $ 3,45)",$ 3.450
1006,YOGURT VASO TRADICION LATTI 150GR,"150 g (g a $ 11,27)",$ 1.690
1007,YOGURT GRIEGO SABORES SURTIDOS LATTI 160 G...,"160 g (g a $ 22,44)",$ 3.590
1008,YOGURT MELOCOTON LIGHT VITA LATTI 150GR,"150 g (g a $ 10,6)",$ 1.590
1009,YOGURT FRESA LIGHT VITA LATTI 150GR,"150 g (g a $ 10,6)",$ 1.590
1010,YOGURT FRESA LIGHT VITA LATTI 1000GR,"1000 g (g a $ 8,25)",$ 8.250
1011,YOGURT MELOCOTON LIGHT VITA LATTI 1000GR,"1000 g (g a $ 8,25)",$ 8.250
1012,YOGURT MELOCOTÓN EN VASO LATTI 150 G,"150 g (g a $ 8,6)",$ 1.290
1013,FIOCCOSO CEREAL AZUCARADO,"170 g (g a $ 11,12)",$ 1.890
1014,YOGURT FRESA BOTELLA LATTI 1000 GR,"1000 g (g a $ 7,25)",$ 7.250
1015,YOGURT MELOCOTON EN BOTELLA LATTI 1000 G,"1000 g (g a $ 7,25)",$ 7.250
1016,FIOCCOSO CEREAL CHOCOLATE,"170 g (g a $ 11,12)",$ 1.890
1017,YOGURT FRESA VASO LATTI 150 GR,"150 g (g a $ 8,6)",$ 1.290
1018,PARFAIT SABORES SURTIDOS LATTI 160 GR,"160 g (g a $ 28,06)",$ 4.490
1019,IMITACIÓN QUESO EN LONCHAS SABOR MOZZARELLA 272...,"272 g (g a $ 23,35)",$ 6.350
1020,IMITACIÓN QUESO EN LONCHAS SABOR AMERICANO 272 ...,"272 g (g a $ 23,35)",$ 6.350
1021,QUESO PAIPA CAMPOREAL 250 G,"250 g (g a $ 52,76)",$ 13.190
1022,QUESO MOZZARELLA BUFALA 100GR,"100 g (g a $ 42,9)",$ 4.290
1023,QUESITO ALPINA 185 G,"185 g (g a $ 24,27)",$ 4.490
1024,QUESO MUENSTER O GOUDA TAJADO 150 G,"150 g (g a $ 53,27)",$ 7.990
1025,QUESO IBÉRICO EN CUÑA TAJADA VIVA ESPAÑA 150 G...,"150 g (g a $ 71,93)",$ 10.790
1026,SIXPACK CHEESE STICK VITA LATTI 180GR,"180 g (g a $ 31,94)",$ 5.750
1027,QUESO TAJADO VITA LATTI 249 GR,"249 g (g a $ 33,53)",$ 8.350
1028,QUESO PERA LATTERIA 300 GR,"300 g (g a $ 27,17)",$ 8.150
1029,QUESO CAMPESINO EN BLOQUE LATTI 250 G,"250 g (g a $ 19,96)",$ 4.990
1030,QUESO PERA LATTERIA 3 UND 114 G,"114 g (g a $ 29,74)",$ 3.390
1031,QUESO SABANERO TAJADO LATTI 250 G,"250 g (g a $ 37,8)",$ 9.450
1032,SNACK QUESO CON BOCADILLO LATTERIA 60 G,"60 g (g a $ 25,83)",$ 1.550
1033,QUESO PARMESANO LATTI 100 G,"100 g (g a $ 69,9)",$ 6.990
1034,QUESO SIETE CUEROS 250 G,250 g (g a $ 31),$ 7.750
1035,QUESILLO TAJADO LATTI 400 G,"400 g (g a $ 19,48)",$ 7.790
1036,QUESO CREMA LATTI 200 G,"200 g (g a $ 14,95)",$ 2.990
1037,QUESILLO BLOQUE LATTI 400 G,"400 g (g a $ 19,23)",$ 7.690
1038,CREMA DE LECHE LARGA VIDA LATTI 200 ML,"200 ml (ml a $ 9,45)",$ 1.890
1039,QUESO MOZZARELLA TAJADO LATTI 400 GRS,"400 g (g a $ 19,48)",$ 7.790
1040,QUESO MOZZARELLA BLOQUE LATTI 400 G,"400 g (g a $ 19,23)",$ 7.690
1041,MANTEQUILLA CON SAL ALPINA 250 G,"250 g (g a $ 43,96)",$ 10.990
1042,MANTEQUILLA SIN SAL ALPINA 250 G,"250 g (g a $ 43,96)",$ 10.990
1043,ALPINITO FRESA 4 UND ALPINA 180 GRS,"180 g (g a $ 25,5)",$ 4.590
1044,ALPINITO MELOCOTÓN 4 UND ALPINA 180 GRS,"180 g (g a $ 25,5)",$ 4.590
1045,BONYURT SURTIDO 3 UND ALPINA 509 GRS,"509 g (g a $ 20,02)",$ 10.190
1046,YOX SURTIDO FRESA Y MELOCOTÓN ALPINA 4 UND - 40...,"400 g (g a $ 21,23)",$ 8.490
1047,DULCE DE LECHE LATTI 250 GRS,"250 g (g a $ 9,96)",$ 2.490
1048,AREQUIPE SIN AZÚCAR NATRI 250 GR,"250 g (g a $ 23,16)",$ 5.790
1049,AREQUIPE LATTI 250 G,"250 g (g a $ 14,36)",$ 3.590
1050,CREMA VEGETAL BATIDA EN SPRAY KÜLFI 250 G...,"250 g (g a $ 26,76)",$ 6.690
1051,BEBIDA DE CAFE HELADO CAPUCCINO O MOCACCINO TON...,"285 un (un a $ 16,11)",$ 4.590
1052,AVENA TETRA PAK LATTI 3UN x 200ML,"600 ml (ml a $ 6,65)",$ 3.990
1053,AVENA TETRA PAK LATTI 900ML,"900 ml (ml a $ 5,32)",$ 4.790
1054,LECHE CONDENSADA EN DOYPACK LATTI 300 G,"300 g (g a $ 13,3)",$ 3.990
1055,BEBIDA LÁCTEA SABOR MORA LATTI 1000 ML,"1000 ml (ml a $ 3,45)",$ 3.450
1056,KUMIS LATTI 6 UND - 1200 ML,"1200 ml (ml a $ 5,24)",$ 6.290
1057,KUMIS ENTERO DULCE BOTELLA LATTI 1000 ML,"1000 ml (ml a $ 6,99)",$ 6.990
1058,BEBIDA DE AVENA LARGA VIDA LATTI 200 ML,"200 ml (ml a $ 4,75)",$ 950
1059,PETIT FRESA/MELO CHIQUI CHUPS 4 X 50 GR,"200 g (g a $ 13,45)",$ 2.690
1060,FOURPACK BIOFENS MULTISABOR 120MLX4,"480 ml (ml a $ 11,65)",$ 5.590
1061,FIOCCOSO YOGURT TRUFUS 173 GR,"173 g (g a $ 13,82)",$ 2.390
1062,QUESO PARMESANO ALPINA 120 GRS,"120 g (g a $ 85,75)",$ 10.290
1063,QUESO CREMA ALPINA 200 GRS,"200 g (g a $ 24,25)",$ 4.850
1064,TAPABOCAS DESECHABLE PACKX15,"15 un (un a $ 332,67)",$ 4.990
1065,SET PLATOS DE PIZZA X 6 UND,"6 un (un a $ 2.498,33)",$ 14.990
1066,VASOS CORTOS DE PLASTICO 400 ML X 4 UND,"4 un (un a $ 6.247,5)",$ 24.990
1067,BOLA DE BURBUJA INFLABLE,1 un (un a $ 20.990),$ 20.990
1068,SOFÁ INFLABLE,1 un (un a $ 35.990),$ 35.990
1069,MANTA DE PLAYA SIN ARENA,1 un (un a $ 29.990),$ 29.990
1070,TAPETE ROMPECABEZAS 9 PIEZAS,1 un (un a $ 29.990),$ 29.990
1071,TAMBOR CON MÚSICA BABY EINSTEIN,1 un (un a $ 59.990),$ 59.990
1072,PLATO REDONDO DE PIZZA,1 un (un a $ 8.490),$ 8.490
1073,KIT DE JUGUETES NIÑOS (COCINA Y DOCTOR),1 un (un a $ 23.990),$ 23.990
1074,SET CORDONES FIGURAS / LACING QUBES SET,1 un (un a $ 19.990),$ 19.990
1075,GEL CONTROL GRASA DELIA 200 ML,"200 ml (ml a $ 64,95)",$ 12.990
1076,CERVEZA CLUB COLOMBIA 269 ML,"269 ml (ml a $ 7,4)",$ 1.990
1077,SET RECIPIENTES RECTANGULARES X 5 UDS,5 un (un a $ 5.598),$ 27.990
1078,PROTECTOR SILICONA PARA FREIDORA DE AIRE,1 un (un a $ 5.990),$ 5.990
1079,Moldes para Paletas,1 un (un a $ 13.990),$ 13.990
1080,SET REJILLA LAVAPLATOS RED FLAG X 2 UDS,2 un (un a $ 3.495),$ 6.990
1081,PELADOR / CORTADOR VERDURAS COCUK X 1UD,1 un (un a $ 6.990),$ 6.990
1082,SOPORTE BOLSA BASURA REDFLAG X 1UD,1 un (un a $ 9.990),$ 9.990
1083,SARTÉN CON TAPA 22 CM COCUK X 1UD,1 un (un a $ 39.990),$ 39.990
1084,TOALLA DESMAQUILLANTE ROSA MICELAR 30U,"30 un (un a $ 151,67)",$ 4.550
1085,FRÍJO RADICAL GRANIPACK 500 G,"500 g (g a $ 8,58)",$ 4.290
1086,OMEGA 3 CAPSULAS X 10 UND,10 un (un a $ 599),$ 5.990
1087,SUERO COSTEÑO LATTI 200GR,"200 g (g a $ 14,95)",$ 2.990
1088,ACEITE DE CANOLA DON OLIO 900 ML,"900 ml (ml a $ 15,43)",$ 13.890
1089,DESODORANTE CLINICAL BARRA HOMBRE 47 GR,"47 g (g a $ 191,28)",$ 8.990
1090,DESODORANTE CLINICAL BARRA MUJER 47 GR,"47 g (g a $ 191,28)",$ 8.990
1091,DESODORANTE CLINICAL TUBO HOMBRE 70 GR,"70 g (g a $ 85,57)",$ 5.990
1092,DESODORANTE CLINICAL TUBO MUJER 70 GR,"70 g (g a $ 85,57)",$ 5.990
1093,LUZ NOCTURNA INTERACTIVA,1 un (un a $ 54.990),$ 54.990
1094,PURIFICADOR DE AIRE,1 un (un a $ 159.990),$ 159.990
1095,TAPETE TRENZADO,1 un (un a $ 19.990),$ 19.990
1096,SET BOLSAS AHORRADORAS DE ESPACIO,"6 un (un a $ 4.998,33)",$ 29.990
1097,NEVERA TERMICA PORTA COMIDA,1 un (un a $ 29.990),$ 29.990
1098,ALMOHADA CERVICAL VISCOELÁSTICA,1 un (un a $ 49.990),$ 49.990
1099,JUEGO DE SABANAS BORDADO DOBLE,1 un (un a $ 48.990),$ 48.990
1100,JUEGO DE SABANAS BORDADO SENCILLO,1 un (un a $ 38.990),$ 38.990
1101,SET FUNDAS ALMOHADAS X 2 UDS,2 un (un a $ 9.995),$ 19.990
